city,microdistrict,floor,total_floors,area,rooms,price
Almaty,Samal-1,5,9,31,1,20112199
Almaty,Samal-1,21,21,140,6,88447265
Almaty,Medeu,6,9,74,3,29507352
Almaty,Orbita-1,6,12,40,1,18929919
Almaty,Esentai,4,5,139,4,108663299
Almaty,Aksay-1,7,16,59,2,33582846
Almaty,Samal-1,5,16,143,6,104021402
Almaty,Samal-2,10,12,51,2,33688886
Almaty,Aksay-4,1,12,114,4,64286942
Almaty,Samal-1,6,16,130,4,94687648
Almaty,Orbita-1,4,9,71,3,44139368
Almaty,Medeu,4,12,112,4,58646321
Almaty,Esentai,12,16,153,5,99104110
Almaty,Aksay-4,17,21,65,2,32597544
Almaty,Koktem-1,10,21,64,2,36223302
Almaty,Aksay-1,9,16,70,3,28575621
Almaty,Samal-2,4,5,89,3,62944661
Almaty,Samal-2,8,9,54,2,37147275
Almaty,Orbita-1,6,16,118,4,60117881
Almaty,Samal-1,1,12,64,2,48987117
Almaty,Esentai,5,5,159,6,112735220
Almaty,Koktem-1,9,12,84,3,43278696
Almaty,Medeu,10,12,71,3,35884813
Almaty,Medeu,1,9,44,1,22300501
Almaty,Orbita-1,1,16,57,2,30099277
Almaty,Aksay-1,5,5,118,4,62072461
Almaty,Samal-2,3,5,73,3,53364828
Almaty,Aksay-1,19,21,78,3,39382463
Almaty,Medeu,9,16,59,2,34096970
Almaty,Samal-1,3,12,98,3,60986582
Almaty,Aksay-1,1,5,78,3,44220509
Almaty,Aksay-4,4,5,76,3,34335263
Almaty,Medeu,2,5,78,3,35345110
Almaty,Samal-1,5,5,139,4,104063055
Almaty,Orbita-1,14,21,115,4,58029312
Almaty,Aksay-4,13,16,92,3,49186524
Almaty,Medeu,8,9,88,3,42110615
Almaty,Aksay-1,3,9,68,2,31971479
Almaty,Samal-2,12,16,83,3,63546495
Almaty,Aksay-1,3,5,44,1,24913207
Almaty,Aksay-4,12,12,53,2,26714868
Almaty,Esentai,2,21,51,2,34727697
Almaty,Koktem-1,2,16,117,4,60767241
Almaty,Koktem-1,3,5,111,4,61556139
Almaty,Samal-1,16,21,72,3,47605767
Almaty,Medeu,12,16,57,2,25253446
Almaty,Samal-2,12,12,63,2,42156977
Almaty,Samal-1,7,9,54,2,33732381
Almaty,Aksay-4,2,5,84,3,33413811
Almaty,Samal-1,5,21,62,2,46514238
Almaty,Samal-2,4,5,81,3,54531920
Almaty,Aksay-4,1,9,63,2,28646763
Almaty,Medeu,5,16,65,2,30058706
Almaty,Koktem-1,6,21,148,6,73893300
Almaty,Orbita-1,5,9,78,3,37310707
Almaty,Aksay-4,9,9,124,4,58207039
Almaty,Orbita-1,17,21,76,3,42369494
Almaty,Medeu,16,16,63,2,30868200
Almaty,Orbita-1,5,5,123,4,63776082
Almaty,Samal-2,5,9,52,2,33909387
Almaty,Aksay-4,13,21,104,4,54962753
Almaty,Medeu,2,12,156,6,64192103
Almaty,Samal-1,4,9,103,4,69572243
Almaty,Esentai,7,9,92,3,63216067
Almaty,Medeu,13,16,150,6,79638467
Almaty,Samal-2,11,12,123,4,80279081
Almaty,Medeu,6,9,73,3,38934788
Almaty,Aksay-4,13,16,130,4,52010757
Almaty,Orbita-1,7,21,44,1,25583259
Almaty,Esentai,6,12,83,3,66414140
Almaty,Orbita-1,10,21,77,3,43198354
Almaty,Orbita-1,2,16,38,1,18041031
Almaty,Koktem-1,17,21,94,3,46775293
Almaty,Orbita-1,6,12,72,3,44645144
Almaty,Aksay-1,17,21,185,6,109951185
Almaty,Esentai,4,9,73,3,47898147
Almaty,Koktem-1,9,12,42,1,22960630
Almaty,Koktem-1,7,9,92,3,44973186
Almaty,Samal-1,3,5,63,2,44849324
Almaty,Samal-2,14,16,143,5,111528000
Almaty,Medeu,3,9,96,3,56822883
Almaty,Samal-2,17,21,39,1,28706183
Almaty,Esentai,2,5,127,4,97144424
Almaty,Esentai,7,9,32,1,22815556
Almaty,Aksay-4,5,12,86,3,46744210
Almaty,Samal-2,1,5,213,5,149194019
Almaty,Aksay-4,8,12,70,3,35240198
Almaty,Samal-2,3,9,43,1,25579408
Almaty,Medeu,5,21,63,2,34180328
Almaty,Samal-2,1,16,71,3,43068593
Almaty,Orbita-1,14,16,50,2,26092297
Almaty,Medeu,5,5,134,4,80696969
Almaty,Aksay-1,11,12,53,2,25455519
Almaty,Aksay-1,2,12,52,2,25719213
Almaty,Esentai,16,16,76,3,50401633
Almaty,Aksay-1,16,21,103,4,51035343
Almaty,Orbita-1,12,12,113,4,61764182
Almaty,Aksay-4,16,21,82,3,38604390
Almaty,Samal-2,4,9,127,4,86957189
Almaty,Samal-2,11,16,94,3,69826665
Almaty,Esentai,9,12,105,4,78910548
Almaty,Aksay-1,7,16,75,3,34752349
Almaty,Samal-2,3,5,141,6,99726826
Almaty,Aksay-4,4,5,63,2,25820110
Almaty,Koktem-1,5,5,99,3,52517148
Almaty,Samal-1,1,12,218,6,162850029
Almaty,Koktem-1,14,16,149,6,90760114
Almaty,Medeu,2,21,79,3,39241086
Almaty,Medeu,5,16,56,2,24277665
Almaty,Samal-2,11,21,77,3,61695745
Almaty,Koktem-1,4,16,89,3,58275821
Almaty,Aksay-4,2,5,73,3,37935432
Almaty,Koktem-1,9,12,62,2,37072330
Almaty,Medeu,6,21,53,2,24406904
Almaty,Esentai,2,12,76,3,54047746
Almaty,Esentai,14,16,102,4,65233005
Almaty,Esentai,12,21,82,3,57374583
Almaty,Aksay-1,5,5,73,3,35530704
Almaty,Orbita-1,4,21,88,3,45644212
Almaty,Esentai,8,12,103,4,72354040
Almaty,Samal-1,12,12,65,2,47120465
Almaty,Aksay-4,2,5,66,2,27603848
Almaty,Samal-2,4,12,128,4,83175949
Almaty,Aksay-1,3,5,62,2,30446320
Almaty,Samal-2,2,9,93,3,68479592
Almaty,Aksay-1,2,5,59,2,27704660
Almaty,Orbita-1,16,16,128,4,67769440
Almaty,Aksay-1,4,9,47,2,24194567
Almaty,Samal-1,1,16,151,6,96075217
Almaty,Koktem-1,18,21,101,4,60166089
Almaty,Aksay-1,9,21,52,2,27619049
Almaty,Samal-2,12,12,126,4,89659842
Almaty,Esentai,1,16,57,2,40810953
Almaty,Koktem-1,7,12,43,1,25926266
Almaty,Aksay-1,12,12,85,3,35922634
Almaty,Aksay-1,9,12,47,2,22386933
Almaty,Samal-1,13,21,72,3,47618969
Almaty,Koktem-1,9,12,138,4,77175524
Almaty,Esentai,3,5,255,6,170160535
Almaty,Medeu,7,12,101,4,57921391
Almaty,Aksay-1,2,5,92,3,45905421
Almaty,Aksay-1,2,16,182,5,93939678
Almaty,Koktem-1,19,21,61,2,31507099
Almaty,Esentai,9,12,54,2,42094089
Almaty,Medeu,5,5,98,3,49775331
Almaty,Esentai,5,5,61,2,48465844
Almaty,Aksay-4,14,21,62,2,26701018
Almaty,Esentai,1,5,84,3,64904843
Almaty,Esentai,3,5,120,4,87588931
Almaty,Aksay-4,3,5,51,2,30234951
Almaty,Koktem-1,2,5,129,4,64957070
Almaty,Samal-2,18,21,70,3,48807144
Almaty,Medeu,8,9,177,6,79469608
Almaty,Medeu,5,9,88,3,46913374
Almaty,Samal-2,8,9,89,3,63920424
Almaty,Orbita-1,8,12,57,2,31256586
Almaty,Aksay-1,1,5,74,3,33431210
Almaty,Samal-2,7,12,74,3,52028968
Almaty,Esentai,12,21,67,2,48511924
Almaty,Aksay-4,6,12,101,4,54579255
Almaty,Aksay-1,9,9,124,4,63005720
Almaty,Aksay-4,7,12,70,3,34604652
Almaty,Samal-1,4,12,62,2,42384247
Almaty,Esentai,8,16,120,4,85015472
Almaty,Orbita-1,8,9,71,3,35849692
Almaty,Orbita-1,12,16,48,2,26508534
Almaty,Esentai,1,5,78,3,58937940
Almaty,Aksay-4,15,21,144,5,80551536
Almaty,Esentai,1,5,76,3,55785458
Almaty,Samal-2,1,5,97,3,67609487
Almaty,Esentai,12,12,96,3,67128268
Almaty,Esentai,8,12,56,2,38910886
Almaty,Aksay-1,6,9,85,3,42585514
Almaty,Orbita-1,15,16,94,3,49950628
Almaty,Aksay-1,5,9,66,2,30663755
Almaty,Medeu,11,16,80,3,38810495
Almaty,Orbita-1,10,12,48,2,25197174
Almaty,Koktem-1,5,5,75,3,37985511
Almaty,Samal-1,14,21,85,3,61424715
Almaty,Esentai,7,9,97,3,71509331
Almaty,Samal-2,7,12,69,2,48925921
Almaty,Orbita-1,10,21,93,3,56009661
Almaty,Samal-2,15,16,68,2,48143511
Almaty,Samal-1,1,9,146,5,9481282
Almaty,Aksay-1,10,21,102,4,54950748
Almaty,Samal-2,9,12,95,3,64312266
Almaty,Aksay-1,11,21,51,2,28827174
Almaty,Medeu,16,16,109,4,49601137
Almaty,Aksay-4,12,21,69,2,24727807
Almaty,Koktem-1,4,5,97,3,40162979
Almaty,Esentai,3,5,59,2,43280246
Almaty,Medeu,3,9,107,4,49147612
Almaty,Medeu,4,5,95,3,51169573
Almaty,Orbita-1,7,16,113,4,64894294
Almaty,Aksay-1,9,12,59,2,31522686
Almaty,Samal-2,2,9,116,4,81610909
Almaty,Aksay-4,1,5,42,1,20998994
Almaty,Esentai,15,21,70,3,50223774
Almaty,Aksay-4,12,12,64,2,34342257
Almaty,Aksay-1,11,16,57,2,22589367
Almaty,Samal-1,8,9,113,4,73015206
Almaty,Esentai,11,12,58,2,39979700
Almaty,Esentai,8,9,35,1,25107180
Almaty,Medeu,2,12,139,4,64988120
Almaty,Medeu,4,9,179,6,109839201
Almaty,Aksay-1,4,16,121,4,55058827
Almaty,Orbita-1,13,16,71,3,40636785
Almaty,Esentai,1,5,44,1,28335812
Almaty,Aksay-1,4,21,178,6,93278063
Almaty,Aksay-1,1,12,53,2,29601191
Almaty,Samal-2,17,21,84,3,62443056
Almaty,Aksay-1,8,21,77,3,35493900
Almaty,Samal-2,4,5,38,1,21218580
Almaty,Koktem-1,17,21,168,6,93952654
Almaty,Orbita-1,1,12,130,4,68265789
Almaty,Samal-2,4,9,68,2,41225366
Almaty,Koktem-1,2,5,102,4,53471282
Almaty,Koktem-1,7,9,73,3,39130360
Almaty,Esentai,10,21,53,2,34537513
Almaty,Aksay-1,5,21,83,3,43152616
Almaty,Aksay-4,2,12,85,3,33609577
Almaty,Samal-1,9,12,196,5,143267711
Almaty,Aksay-4,4,5,64,2,31078275
Almaty,Samal-2,1,12,99,3,77474187
Almaty,Aksay-1,5,9,65,2,23294965
Almaty,Aksay-4,5,12,43,1,21423846
Almaty,Samal-2,17,21,107,4,74182323
Almaty,Medeu,7,12,80,3,35090960
Almaty,Samal-2,1,21,149,6,111662109
Almaty,Esentai,11,16,91,3,68499760
Almaty,Medeu,4,21,88,3,41968321
Almaty,Orbita-1,1,5,68,2,34316853
Almaty,Orbita-1,9,12,72,3,33107746
Almaty,Koktem-1,14,21,106,4,55848064
Almaty,Esentai,1,16,139,4,83652492
Almaty,Koktem-1,7,9,89,3,52628554
Almaty,Samal-2,7,16,125,4,94413078
Almaty,Aksay-4,5,5,147,6,73654378
Almaty,Samal-1,3,16,161,6,116054550
Almaty,Orbita-1,12,12,93,3,48815159
Almaty,Esentai,4,5,72,3,50511058
Almaty,Medeu,5,16,81,3,40255829
Almaty,Esentai,9,9,55,2,39694985
Almaty,Koktem-1,8,9,46,2,27139088
Almaty,Orbita-1,8,16,65,2,33712084
Almaty,Koktem-1,10,12,146,6,84577100
Almaty,Koktem-1,1,5,78,3,40259255
Almaty,Aksay-4,1,21,65,2,30793198
Almaty,Aksay-1,5,5,89,3,51499025
Almaty,Samal-1,2,12,55,2,40642194
Almaty,Samal-1,3,5,123,4,74199970
Almaty,Koktem-1,8,21,67,2,28075840
Almaty,Aksay-1,2,5,105,4,45061083
Almaty,Samal-2,4,9,77,3,50385677
Almaty,Samal-2,7,9,52,2,36023315
Almaty,Orbita-1,5,9,61,2,31260302
Almaty,Aksay-1,13,16,55,2,21258880
Almaty,Aksay-4,9,12,151,5,65185102
Almaty,Aksay-4,10,16,53,2,27167482
Almaty,Aksay-1,4,5,68,2,29303128
Almaty,Aksay-4,2,5,96,3,54350045
Almaty,Koktem-1,2,9,50,2,27729381
Almaty,Medeu,20,21,171,5,81833217
Almaty,Esentai,4,21,88,3,57974139
Almaty,Medeu,4,9,47,2,19832829
Almaty,Koktem-1,4,5,85,3,45662675
Almaty,Esentai,1,5,160,5,116844849
Almaty,Esentai,3,9,111,4,87121811
Almaty,Samal-1,5,16,130,4,96006627
Almaty,Orbita-1,19,21,182,5,89866852
Almaty,Samal-2,10,21,110,4,83296848
Almaty,Koktem-1,4,9,103,4,54462680
Almaty,Orbita-1,9,21,87,3,40952805
Almaty,Samal-2,4,16,110,4,80377621
Almaty,Orbita-1,8,16,81,3,42706554
Almaty,Medeu,10,12,99,3,48523414
Almaty,Esentai,7,16,114,4,81648886
Almaty,Koktem-1,8,12,78,3,43716933
Almaty,Aksay-4,3,5,176,5,93971236
Almaty,Samal-1,3,21,67,2,51679086
Almaty,Aksay-4,11,16,98,3,49690342
Almaty,Koktem-1,7,9,142,6,72992816
Almaty,Samal-1,3,5,133,4,90208615
Almaty,Koktem-1,16,16,74,3,44535107
Almaty,Samal-1,3,21,140,6,110838941
Almaty,Esentai,3,12,114,4,85880045
Almaty,Orbita-1,7,12,115,4,62458639
Almaty,Medeu,6,12,160,5,86255038
Almaty,Koktem-1,4,12,131,4,70245590
Almaty,Aksay-1,7,9,89,3,47054196
Almaty,Samal-2,5,9,90,3,59136975
Almaty,Orbita-1,4,16,75,3,34162461
Almaty,Aksay-4,9,9,116,4,71873135
Almaty,Samal-1,7,21,84,3,61231500
Almaty,Aksay-1,3,16,114,4,59532300
Almaty,Samal-1,2,5,46,2,32126336
Almaty,Aksay-1,5,9,66,2,32610662
Almaty,Aksay-4,4,9,73,3,33846086
Almaty,Medeu,7,12,113,4,42399253
Almaty,Aksay-1,7,9,90,3,43223165
Almaty,Aksay-4,11,12,163,6,65240094
Almaty,Aksay-1,7,21,108,4,53215113
Almaty,Samal-2,9,16,41,1,29401947
Almaty,Medeu,4,21,124,4,58315892
Almaty,Orbita-1,9,9,203,5,94557359
Almaty,Samal-1,10,21,70,3,49013912
Almaty,Samal-1,5,16,102,4,65932503
Almaty,Aksay-1,2,5,94,3,50757646
Almaty,Samal-2,8,21,86,3,63685485
Almaty,Koktem-1,4,12,99,3,57881427
Almaty,Samal-2,1,5,78,3,57862486
Almaty,Samal-2,16,21,107,4,73774519
Almaty,Aksay-1,11,12,49,2,26138658
Almaty,Aksay-1,5,12,57,2,24474934
Almaty,Esentai,9,16,35,1,26825121
Almaty,Aksay-4,4,12,89,3,49426508
Almaty,Aksay-1,11,16,86,3,40320495
Almaty,Orbita-1,12,16,70,3,43944652
Almaty,Medeu,2,12,100,4,49558185
Almaty,Samal-2,7,21,157,6,108272249
Almaty,Samal-2,5,5,68,2,41690420
Almaty,Medeu,6,12,188,5,99141434
Almaty,Koktem-1,14,16,71,3,39770376
Almaty,Medeu,1,5,80,3,35131518
Almaty,Koktem-1,8,9,69,2,41600177
Almaty,Esentai,21,21,45,2,30719903
Almaty,Samal-2,3,16,117,4,77171922
Almaty,Esentai,15,16,70,3,50937794
Almaty,Samal-2,11,16,144,6,109811007
Almaty,Samal-1,4,5,94,3,70609044
Almaty,Koktem-1,13,21,59,2,36379624
Almaty,Esentai,3,12,54,2,36937376
Almaty,Samal-2,5,9,90,3,64733928
Almaty,Samal-2,12,12,134,4,94058319
Almaty,Koktem-1,16,16,99,3,58596932
Almaty,Koktem-1,5,5,103,4,57674590
Almaty,Koktem-1,3,5,79,3,40738171
Almaty,Samal-2,1,5,189,6,128961653
Almaty,Orbita-1,1,5,62,2,36777149
Almaty,Samal-2,6,21,118,4,72548865
Almaty,Samal-2,8,16,37,1,27603948
Almaty,Esentai,8,12,108,4,73600781
Almaty,Koktem-1,9,9,162,6,91791743
Almaty,Samal-2,1,21,92,3,70412856
Almaty,Samal-1,18,21,55,2,35219323
Almaty,Aksay-1,9,9,70,3,27909672
Almaty,Esentai,6,12,72,3,53283891
Almaty,Samal-1,10,21,89,3,61621509
Almaty,Koktem-1,10,16,61,2,38022649
Almaty,Esentai,19,21,108,4,87428460
Almaty,Samal-1,5,9,62,2,46903502
Almaty,Koktem-1,11,16,56,2,30138908
Almaty,Samal-2,3,5,66,2,43164304
Almaty,Orbita-1,3,9,60,2,37392531
Almaty,Samal-2,8,16,41,1,27838617
Almaty,Medeu,21,21,70,3,38151395
Almaty,Samal-2,9,16,122,4,91918992
Almaty,Esentai,2,16,76,3,61581012
Almaty,Koktem-1,5,5,107,4,64228494
Almaty,Medeu,13,21,173,5,85587165
Almaty,Samal-2,2,9,140,5,84760032
Almaty,Orbita-1,1,9,81,3,41347377
Almaty,Samal-1,5,9,65,2,51354967
Almaty,Esentai,2,5,54,2,38412716
Almaty,Samal-2,7,12,75,3,48876328
Almaty,Aksay-1,4,12,116,4,64415796
Almaty,Aksay-1,19,21,94,3,45445190
Almaty,Samal-1,2,16,46,2,34199055
Almaty,Esentai,4,21,188,5,122689808
Almaty,Samal-2,7,9,50,2,37776281
Almaty,Samal-2,11,16,74,3,55015415
Almaty,Aksay-1,11,12,83,3,37106992
Almaty,Samal-2,5,5,65,2,40766089
Almaty,Samal-1,5,5,79,3,53930990
Almaty,Aksay-1,8,12,111,4,46024246
Almaty,Aksay-1,2,21,58,2,23534119
Almaty,Koktem-1,11,21,75,3,41368093
Almaty,Koktem-1,6,12,62,2,35917632
Almaty,Samal-1,2,5,68,2,48072697
Almaty,Samal-2,4,5,106,4,59184939
Almaty,Orbita-1,6,12,76,3,5057694
Almaty,Samal-1,4,5,132,4,81579984
Almaty,Orbita-1,9,12,70,3,39442531
Almaty,Orbita-1,4,5,93,3,48638520
Almaty,Samal-1,4,5,118,4,82268807
Almaty,Samal-2,4,12,94,3,65840213
Almaty,Samal-2,2,5,92,3,64924265
Almaty,Esentai,7,9,119,4,87367237
Almaty,Samal-1,11,16,72,3,54797124
Almaty,Orbita-1,7,12,122,4,77332000
Almaty,Samal-1,6,16,53,2,32832709
Almaty,Aksay-4,4,9,83,3,43091338
Almaty,Orbita-1,12,16,100,4,59806832
Almaty,Koktem-1,4,21,135,4,88368140
Almaty,Medeu,1,9,45,2,22912559
Almaty,Aksay-1,15,16,179,6,97556584
Almaty,Samal-1,15,16,52,2,36430514
Almaty,Samal-2,19,21,70,3,51213427
Almaty,Esentai,5,12,78,3,49353191
Almaty,Aksay-1,13,21,76,3,41647835
Almaty,Medeu,9,12,52,2,26884232
Almaty,Samal-1,3,16,93,3,67213436
Almaty,Samal-1,4,21,76,3,51243669
Almaty,Koktem-1,1,5,134,4,78828114
Almaty,Koktem-1,1,5,58,2,34318041
Almaty,Koktem-1,2,16,93,3,43590962
Almaty,Medeu,5,12,129,4,67408933
Almaty,Koktem-1,2,21,82,3,44627727
Almaty,Orbita-1,9,16,108,4,69223805
Almaty,Aksay-4,3,5,136,4,72245158
Almaty,Esentai,1,21,78,3,58876516
Almaty,Aksay-1,15,21,60,2,30113813
Almaty,Samal-2,3,16,35,1,25672586
Almaty,Medeu,1,9,125,4,65496941
Almaty,Aksay-1,5,5,113,4,53974745
Almaty,Samal-2,2,21,58,2,36508680
Almaty,Medeu,8,12,165,6,86678336
Almaty,Koktem-1,4,5,44,1,21823103
Almaty,Samal-2,6,21,91,3,65052461
Almaty,Samal-2,7,9,80,3,64147488
Almaty,Orbita-1,1,5,86,3,46197469
Almaty,Samal-2,7,16,68,2,48583752
Almaty,Samal-1,10,12,120,4,73645159
Almaty,Orbita-1,5,5,96,3,50021031
Almaty,Samal-1,5,21,56,2,40570967
Almaty,Samal-1,17,21,61,2,46803723
Almaty,Koktem-1,16,16,56,2,33499636
Almaty,Samal-1,11,12,100,4,69414139
Almaty,Esentai,4,5,81,3,53475508
Almaty,Koktem-1,4,21,94,3,42537059
Almaty,Aksay-4,2,9,65,2,31601408
Almaty,Koktem-1,4,12,144,5,84144306
Almaty,Samal-1,16,16,42,1,33814293
Almaty,Medeu,12,16,57,2,27901574
Almaty,Medeu,5,12,156,5,81942914
Almaty,Esentai,1,5,44,1,28113629
Almaty,Aksay-4,1,5,57,2,27547025
Almaty,Medeu,8,12,85,3,45923773
Almaty,Medeu,6,12,83,3,41742236
Almaty,Samal-2,7,16,91,3,66475278
Almaty,Medeu,4,5,87,3,44896045
Almaty,Samal-1,10,16,214,6,151257295
Almaty,Samal-2,6,12,76,3,56319506
Almaty,Samal-1,5,21,70,3,44695457
Almaty,Koktem-1,2,9,102,4,60586109
Almaty,Aksay-1,5,16,95,3,49204528
Almaty,Samal-1,2,12,141,6,94300104
Almaty,Esentai,5,5,127,4,80074358
Almaty,Samal-2,10,12,97,3,71942615
Almaty,Medeu,12,21,109,4,61645815
Almaty,Orbita-1,7,21,74,3,37817506
Almaty,Samal-1,5,9,58,2,37334443
Almaty,Esentai,2,21,117,4,84999354
Almaty,Esentai,3,9,58,2,43452832
Almaty,Medeu,5,16,63,2,36173793
Almaty,Samal-2,9,9,101,4,77470364
Almaty,Samal-2,7,16,84,3,5431429
Almaty,Aksay-1,2,5,68,2,33487151
Almaty,Orbita-1,9,16,59,2,32406675
Almaty,Medeu,4,21,75,3,44520021
Almaty,Samal-2,4,16,258,6,169280456
Almaty,Koktem-1,2,12,81,3,50128206
Almaty,Samal-2,4,12,120,4,80377876
Almaty,Samal-2,8,16,74,3,48231548
Almaty,Esentai,2,9,113,4,81244073
Almaty,Aksay-1,8,16,79,3,36051716
Almaty,Samal-2,4,12,60,2,45108908
Almaty,Esentai,4,21,135,4,100618365
Almaty,Aksay-1,4,16,138,4,59794290
Almaty,Samal-2,2,5,87,3,55259212
Almaty,Samal-1,1,9,122,4,78033612
Almaty,Aksay-1,10,21,150,5,78106631
Almaty,Medeu,10,12,89,3,46513780
Almaty,Medeu,6,9,101,4,44393546
Almaty,Aksay-1,7,12,63,2,28266986
Almaty,Aksay-4,1,9,43,1,22244572
Almaty,Samal-2,12,16,70,3,49929119
Almaty,Aksay-1,4,5,50,2,24217354
Almaty,Aksay-4,5,9,55,2,30031645
Almaty,Orbita-1,2,16,77,3,47586647
Almaty,Esentai,4,12,50,2,37724762
Almaty,Samal-2,2,16,93,3,65436405
Almaty,Esentai,3,5,112,4,83037170
Almaty,Samal-2,7,9,90,3,59150327
Almaty,Medeu,4,5,56,2,25408725
Almaty,Koktem-1,2,21,95,3,52605187
Almaty,Aksay-1,10,21,61,2,29701799
Almaty,Orbita-1,9,21,77,3,45164352
Almaty,Medeu,6,12,126,4,71010797
Almaty,Orbita-1,19,21,48,2,29924405
Almaty,Samal-1,13,21,87,3,57938140
Almaty,Aksay-1,12,16,95,3,46641041
Almaty,Koktem-1,5,9,194,5,120500656
Almaty,Medeu,19,21,142,5,66014028
Almaty,Orbita-1,10,16,80,3,42189239
Almaty,Koktem-1,4,12,88,3,46190074
Almaty,Koktem-1,2,12,36,1,20344729
Almaty,Aksay-4,15,16,87,3,46773977
Almaty,Medeu,17,21,56,2,23802755
Almaty,Samal-2,5,5,126,4,77763389
Almaty,Orbita-1,2,5,101,4,52981760
Almaty,Medeu,1,9,73,3,29565142
Almaty,Aksay-1,8,16,75,3,37532863
Almaty,Esentai,14,21,91,3,69254424
Almaty,Samal-1,7,12,53,2,37607530
Almaty,Aksay-1,1,12,92,3,40952408
Almaty,Aksay-1,14,21,79,3,35411928
Almaty,Koktem-1,3,5,75,3,41653872
Almaty,Esentai,5,16,70,3,51182340
Almaty,Medeu,8,16,73,3,41288740
Almaty,Koktem-1,9,9,166,6,85926768
Almaty,Samal-1,3,9,74,3,49591489
Almaty,Aksay-4,17,21,89,3,49030799
Almaty,Aksay-1,7,12,129,4,67914025
Almaty,Samal-1,20,21,93,3,60121811
Almaty,Samal-1,3,9,82,3,56929641
Almaty,Aksay-1,7,9,76,3,31426358
Almaty,Medeu,6,21,85,3,44310020
Almaty,Koktem-1,5,21,49,2,24489924
Almaty,Samal-1,9,9,108,4,78674620
Almaty,Samal-2,19,21,85,3,54799783
Almaty,Orbita-1,8,16,58,2,33352170
Almaty,Aksay-4,12,16,59,2,25996092
Almaty,Koktem-1,1,9,140,6,72870156
Almaty,Samal-1,7,12,123,4,78561541
Almaty,Medeu,5,16,65,2,29719535
Almaty,Esentai,2,16,54,2,32490837
Almaty,Aksay-4,2,16,41,1,22617576
Almaty,Koktem-1,2,21,126,4,68799802
Almaty,Aksay-4,2,16,80,3,39249193
Almaty,Samal-1,2,9,64,2,46329887
Almaty,Samal-2,3,12,73,3,53371056
Almaty,Esentai,4,5,145,5,103875290
Almaty,Medeu,1,21,71,3,34053057
Almaty,Esentai,6,9,54,2,41513741
Almaty,Medeu,2,16,90,3,48270917
Almaty,Samal-2,4,21,74,3,51551073
Almaty,Samal-1,1,5,157,5,116360460
Almaty,Aksay-1,1,12,156,6,77586769
Almaty,Orbita-1,7,9,154,5,88536307
Almaty,Koktem-1,11,16,104,4,61701927
Almaty,Samal-1,10,16,74,3,51390071
Almaty,Samal-1,2,12,135,4,97820956
Almaty,Aksay-1,14,21,70,3,33901949
Almaty,Koktem-1,15,16,70,3,42169399
Almaty,Aksay-1,5,5,115,4,54208598
Almaty,Orbita-1,10,21,66,2,31656424
Almaty,Aksay-4,5,12,101,4,42396239
Almaty,Medeu,14,21,111,4,55986754
Almaty,Orbita-1,1,16,39,1,23720602
Almaty,Orbita-1,1,5,96,3,55849688
Almaty,Esentai,12,16,40,1,26830698
Almaty,Aksay-1,14,16,81,3,40947078
Almaty,Medeu,5,5,103,4,47123160
Almaty,Orbita-1,4,5,144,6,76276590
Almaty,Samal-1,15,16,108,4,76397576
Almaty,Samal-2,4,9,164,5,11800791
Almaty,Esentai,5,16,66,2,46119629
Almaty,Medeu,10,12,43,1,25294076
Almaty,Orbita-1,7,21,77,3,40898498
Almaty,Koktem-1,11,12,81,3,44247899
Almaty,Aksay-1,11,12,146,5,84252637
Almaty,Orbita-1,2,21,64,2,38504321
Almaty,Aksay-1,7,16,113,4,55725975
Almaty,Samal-1,3,21,142,6,91290985
Almaty,Medeu,15,16,62,2,35403177
Almaty,Samal-1,8,9,59,2,36123346
Almaty,Medeu,6,9,49,2,20550321
Almaty,Esentai,16,21,59,2,39748069
Almaty,Samal-2,16,16,186,5,123984269
Almaty,Samal-1,21,21,82,3,55766374
Almaty,Medeu,3,16,41,1,21820628
Almaty,Aksay-4,6,9,66,2,29332337
Almaty,Koktem-1,8,12,202,5,113917014
Almaty,Aksay-4,12,21,111,4,49185834
Almaty,Aksay-4,10,21,81,3,44688145
Almaty,Koktem-1,7,9,199,5,102879723
Almaty,Medeu,8,9,102,4,66801327
Almaty,Orbita-1,10,16,89,3,45881545
Almaty,Samal-2,16,16,97,3,66678212
Almaty,Orbita-1,6,9,53,2,31857305
Almaty,Esentai,2,5,135,4,101664254
Almaty,Aksay-4,16,16,93,3,53251458
Almaty,Samal-2,3,5,181,5,119995466
Almaty,Samal-2,2,5,122,4,85048936
Almaty,Aksay-1,1,16,65,2,33875440
Almaty,Samal-2,4,21,82,3,53991789
Almaty,Medeu,3,12,97,3,49286789
Almaty,Esentai,12,12,77,3,59273567
Almaty,Aksay-4,10,21,144,5,81909605
Almaty,Esentai,14,21,49,2,33961698
Almaty,Aksay-1,2,9,55,2,23780601
Almaty,Samal-2,4,21,105,4,73017547
Almaty,Samal-1,12,12,61,2,42322662
Almaty,Orbita-1,4,9,101,4,57632397
Almaty,Aksay-1,4,16,60,2,29279738
Almaty,Esentai,1,5,79,3,65327829
Almaty,Aksay-1,9,21,53,2,27107695
Almaty,Samal-1,17,21,91,3,60472813
Almaty,Esentai,8,12,144,5,96592249
Almaty,Samal-2,8,9,72,3,47780379
Almaty,Koktem-1,3,5,63,2,36333051
